"Id","Value","AdminConsentDisplayName","AdminConsentDescription"
"93028c58-65aa-48db-a706-1fe4ada325ec","DeviceManagementCloudCA.ReadWrite.All","Read and write Microsoft Cloud PKI objects","Allows the app to read and write certification authority information on behalf of the signed-in user."
"f1493658-876a-4c87-8fa7-edb559b3476a","DeviceManagementConfiguration.Read.All","Read Microsoft Intune Device Configuration and Policies","Allows the app to read properties of Microsoft Intune-managed device configuration and device compliance policies and their assignment to groups."
"0883f392-0a7a-443d-8c76-16a6d39c7b63","DeviceManagementConfiguration.ReadWrite.All","Read and write Microsoft Intune Device Configuration and Policies","Allows the app to read and write properties of Microsoft Intune-managed device configuration and device compliance policies and their assignment to groups."
"3404d2bf-2b13-457e-a330-c24615765193","DeviceManagementManagedDevices.PrivilegedOperations.All","Perform user-impacting remote actions on Microsoft Intune devices","Allows the app to perform remote high impact actions such as wiping the device or resetting the passcode on devices managed by Microsoft Intune."
"314874da-47d6-4978-88dc-cf0d37f0bb82","DeviceManagementManagedDevices.Read.All","Read Microsoft Intune devices","Allows the app to read the properties of devices managed by Microsoft Intune."
"44642bfe-8385-4adc-8fc6-fe3cb2c375c3","DeviceManagementManagedDevices.ReadWrite.All","Read and write Microsoft Intune devices","Allows the app to read and write the properties of devices managed by Microsoft Intune. Does not allow high impact operations such as remote wipe and password reset on the device’s owner."
"49f0cc30-024c-4dfd-ab3e-82e137ee5431","DeviceManagementRBAC.Read.All","Read Microsoft Intune RBAC settings","Allows the app to read the properties relating to the Microsoft Intune Role-Based Access Control (RBAC) settings."
"0c5e8a55-87a6-4556-93ab-adc52c4d862d","DeviceManagementRBAC.ReadWrite.All","Read and write Microsoft Intune RBAC settings","Allows the app to read and write the properties relating to the Microsoft Intune Role-Based Access Control (RBAC) settings."
"d32381d8-ee89-4220-9c83-b672aa68d404","DeviceManagementScripts.Read.All","Read Microsoft Intune Scripts","Allows the app to read Microsoft Intune device compliance scripts, device management scripts, device shell scripts, device custom attribute shell scripts and device health scripts on behalf of the signed in user."
"8b9d79d0-ad75-4566-8619-f7500ecfcebe","DeviceManagementScripts.ReadWrite.All","Read and write Microsoft Intune Scripts","Allows the app to read and write Microsoft Intune device compliance scripts, device management scripts, device shell scripts, device custom attribute shell scripts and device health scripts on behalf of the signed in user."
"8696daa5-bce5-4b2e-83f9-51b6defc4e1e","DeviceManagementServiceConfig.Read.All","Read Microsoft Intune configuration","Allows the app to read Microsoft Intune service properties including device enrollment and third party service connection configuration."
"662ed50a-ac44-4eef-ad86-62eed9be2a29","DeviceManagementServiceConfig.ReadWrite.All","Read and write Microsoft Intune configuration","Allows the app to read and write Microsoft Intune service properties including device enrollment and third party service connection configuration."
"0b1717ff-3e42-4a73-8c29-e6b2e1093960","DeviceTemplate.Create","Create device templates","Allows the app to create device templates on behalf of the signed in user. The user is marked as owners of the created device template. As a member of owners, the user will be allowed to manage devices created from the template."
"2bcae0b0-aa93-48e4-a9e4-855482dffdcd","DeviceTemplate.Read.All","Read all device templates","Allows the app to read all device templates, on behalf of the signed in user."
"2d372e98-f1ae-406c-a157-2ea83f6f5e4a","DeviceTemplate.ReadWrite.All","Read and write all device templates","Allows the app to create, read, update and delete the device template, on behalf of the signed in user. It also allows the app to add or remove owners on any device template."
"0e263e50-5827-48a4-b97c-d940288653c7","Directory.AccessAsUser.All","Access directory as the signed in user","Allows the app to have the same access to information in the directory as the signed-in user."
"06da0dbc-49e2-44d2-8312-53f166ab848a","Directory.Read.All","Read directory data","Allows the app to read data in your organization's directory, such as users, groups and apps."
"c5366453-9fb0-48a5-a156-24f0c49a4b84","Directory.ReadWrite.All","Read and write directory data","Allows the app to read and write data in your organization's directory, such as users, and groups.  It does not allow the app to delete users or groups, or reset user passwords."
"34d3bd24-f6a6-468c-b67c-0c365c1d6410","DirectoryRecommendations.Read.All","Read Azure AD recommendations","Allows the app to read Azure AD recommendations, on behalf of the signed-in user."
"f37235e8-90a0-4189-93e2-e55b53867ccd","DirectoryRecommendations.ReadWrite.All","Read and update Azure AD recommendations","Allows the app to read and update Azure AD recommendations, on behalf of the signed-in user."
"33203a2a-a761-40f0-8a7c-a7e74a9f8ac6","Domain-InternalFederation.Read.All","Read internal federation configuration for a domain.","Allows the app to read internal federation configuration for a domain."
"857bd3ea-490e-4284-88a7-a7de1893b6ee","Domain-InternalFederation.ReadWrite.All","Create, read, update and delete internal federation configuration for a domain.","Allows the app to create, read, update and delete internal federation configuration for a domain."
"2f9ee017-59c1-4f1d-9472-bd5529a7b311","Domain.Read.All","Read domains.","Allows the app to read all domain properties on behalf of the signed-in user."
"0b5d694c-a244-4bde-86e6-eb5cd07730fe","Domain.ReadWrite.All","Read and write domains","Allows the app to read and write all domain properties on behalf of the signed-in user. Also allows the app to add, verify and remove domains."
"ff91d191-45a0-43fd-b837-bd682c4a0b0f","EAS.AccessAsUser.All","Access mailboxes via Exchange ActiveSync","Allows the app to have the same access to mailboxes as the signed-in user via Exchange ActiveSync."
"99201db3-7652-4d5a-809a-bdb94f85fe3c","eDiscovery.Read.All","Read all eDiscovery objects","Allows the app to read eDiscovery objects such as cases, custodians, review sets and other related objects on behalf of the signed-in user."
"acb8f680-0834-4146-b69e-4ab1b39745ad","eDiscovery.ReadWrite.All","Read and write all eDiscovery objects","Allows the app to read and write eDiscovery objects such as cases, custodians, review sets and other related objects on behalf of the signed-in user."
"8523895c-6081-45bf-8a5d-f062a2f12c9f","EduAdministration.Read","Read education app settings","Read the state and settings of all Microsoft education apps on behalf of the user."
"63589852-04e3-46b4-bae9-15d5b1050748","EduAdministration.ReadWrite","Manage education app settings","Manage the state and settings of all Microsoft education apps on behalf of the user."
"091460c9-9c4a-49b2-81ef-1f3d852acce2","EduAssignments.Read","Read users' class assignments and their grades","Allows the app to read assignments and their grades on behalf of the user."
"c0b0103b-c053-4b2e-9973-9f3a544ec9b8","EduAssignments.ReadBasic","Read users' class assignments without grades","Allows the app to read assignments without grades on behalf of the user."
"2f233e90-164b-4501-8bce-31af2559a2d3","EduAssignments.ReadWrite","Read and write users' class assignments and their grades","Allows the app to read and write assignments and their grades on behalf of the user."
"2ef770a1-622a-47c4-93ee-28d6adbed3a0","EduAssignments.ReadWriteBasic","Read and write users' class assignments without grades","Allows the app to read and write assignments without grades on behalf of the user."
"484859e8-b9e2-4e92-b910-84db35dadd29","EduCurricula.Read","Read the user's class modules and resources","Allows the app to read the user's modules and resources on behalf of the signed-in user."
"4793c53b-df34-44fd-8d26-d15c517732f5","EduCurricula.ReadWrite","Read and write the user's class modules and resources","Allows the app to read and write user's modules and resources on behalf of the signed-in user."
"a4389601-22d9-4096-ac18-36a927199112","EduRoster.Read","Read users' view of the roster","Allows the app to read the structure of schools and classes in an organization's roster and education-specific information about users to be read on behalf of the user."
"5d186531-d1bf-4f07-8cea-7c42119e1bd9","EduRoster.ReadBasic","Read a limited subset of users' view of the roster","Allows the app to read a limited subset of the properties from the structure of schools and classes in an organization's roster and a limited subset of properties about users to be read on behalf of the user. Includes name, status, education role, email address and photo."
"359e19a6-e3fa-4d7f-bcab-d28ec592b51e","EduRoster.ReadWrite","Read and write users' view of the roster","Allows the app to read and write the structure of schools and classes in an organization's roster and education-specific information about users to be read and written on behalf of the user."
"64a6cdd6-aab1-4aaf-94b8-3cc8405e90d0","email","View users' email address","Allows the app to read your users' primary email address"
"c55541d9-2cdd-4fad-8ead-0c08fae5b0c8","EngagementConversation.Read.All","Read all Viva Engage conversations","Allows the app to read Viva Engage conversations, and to read their properties on behalf of the signed-in user."
"ebbfd079-1634-4640-8618-68b19ebbed1d","EngagementConversation.ReadWrite.All","Read and write all Viva Engage conversations","Allows the app to create Viva Engage conversations and read all conversation properties on behalf of the signed-in user."
"58c5819e-29bd-4400-ad52-82cd82a63fbd","EngagementMeetingConversation.Read.All","Read all Viva Engage Teams QA conversations","Allows the app to read Viva Engage Teams QA conversations, and to read their properties on behalf of the signed-in user."
"9f1da0fc-345c-4dfb-bab5-5215a073a417","EngagementRole.Read","Read a user's Viva Engage roles ","Allows the app to list a user's Viva Engage roles, on behalf of the signed-in user."
"3cad91a5-8413-4c4a-acfe-dfeb83d1366d","EngagementRole.Read.All","Read all Viva Engage roles and role memberships","Allows the app to list all Viva Engage roles and role memberships on behalf of the signed-in user."
"4905982d-6459-4ccd-949c-949fefc0a8f2","EngagementRole.ReadWrite.All","Modify Viva Engage role membership","Allows the app to assign Viva Engage role to a user, and remove a Viva Engage role from a user behalf of the signed-in user."
"5449aa12-1393-4ea2-a7c7-d0e06c1a56b2","EntitlementManagement.Read.All","Read all entitlement management resources","Allows the app to read access packages and related entitlement management resources on behalf of the signed-in user."
"ae7a573d-81d7-432b-ad44-4ed5c9d89038","EntitlementManagement.ReadWrite.All","Read and write entitlement management resources","Allows the app to request access to and management of access packages and related entitlement management resources on behalf of the signed-in user."
"e9fdcbbb-8807-410f-b9ec-8d5468c7c2ac","EntitlementMgmt-SubjectAccess.ReadWrite","Read and write entitlement management resources related to self-service operations","Allows the app to manage self-service entitlement management resources on behalf of the signed-in user.  This includes operations such as requesting access and approving access of others."
"f7dd3bed-5eec-48da-bc73-1c0ef50bc9a1","EventListener.Read.All","Read your organization's authentication event listeners","Allows the app to read your organization's authentication event listeners on behalf of the signed-in user."
"d11625a6-fe21-4fc6-8d3d-063eba5525ad","EventListener.ReadWrite.All","Read and write your organization's authentication event listeners","Allows the app to read or write your organization's authentication event listeners on behalf of the signed-in user."
"9769c687-087d-48ac-9cb3-c37dde652038","EWS.AccessAsUser.All","Access mailboxes as the signed-in user via Exchange Web Services","Allows the app to have the same access to mailboxes as the signed-in user via Exchange Web Services."
"a38267a5-26b6-4d76-9493-935b7599116b","ExternalConnection.Read.All","Read all external connections","Allows the app to read all external connections on behalf of a signed-in user. The signed-in user must be an administrator."
"bbbbd9b3-3566-4931-ac37-2b2180d9e334","ExternalConnection.ReadWrite.All","Read and write all external connections","Allows the app to read and write all external connections on behalf of a signed-in user. The signed-in user must be an administrator."
"4082ad95-c812-4f02-be92-780c4c4f1830","ExternalConnection.ReadWrite.OwnedBy","Read and write external connections","Allows the app to read and write settings of external connections on behalf of a signed-in user. The signed-in user must be an administrator. The app can only read and write settings of connections that it is authorized to."
"922f9392-b1b7-483c-a4be-0089be7704fb","ExternalItem.Read.All","Read items in external datasets","Allow the app to read external datasets and content, on behalf of the signed-in user."
"b02c54f8-eb48-4c50-a9f0-a149e5a2012f","ExternalItem.ReadWrite.All","Read and write all external items","Allows the app to read and write all external items on behalf of a signed-in user. The signed-in user must be an administrator."
"4367b9d7-cee7-4995-853c-a0bdfe95c1f9","ExternalItem.ReadWrite.OwnedBy","Read and write external items","Allows the app to read and write external items on behalf of a signed-in user. The signed-in user must be an administrator. The app can only read external items of the connection that it is authorized to."
"47167bec-55a7-4caf-9ecc-8d4566e3cfb1","ExternalUserProfile.Read.All","Read external user profiles","Allows the app to read available properties of external user profiles, on behalf of the signed-in user."
"c6068dc7-a791-46a4-a811-b8228e6649ab","ExternalUserProfile.ReadWrite.All","Read and write external user profiles","Allows the app to read and write available properties of external user profiles, on behalf of the signed-in user."
"3a1e4806-a744-4c70-80fc-223bf8582c46","Family.Read","Read your family info","Allows the app to read your family information, members and their basic profile."
"10465720-29dd-4523-a11a-6a75c743c9d9","Files.Read","Read user files","Allows the app to read the signed-in user's files."
"df85f4d6-205c-4ac5-a5ea-6bf408dba283","Files.Read.All","Read all files that user can access","Allows the app to read all files the signed-in user can access."
"5447fe39-cb82-4c1a-b977-520e67e724eb","Files.Read.Selected","Read files that the user selects (preview)","(Preview) Allows the app to read files that the user selects. The app has access for several hours after the user selects a file."
"5c28f0bf-8a70-41f1-8ab2-9032436ddb65","Files.ReadWrite","Have full access to user files","Allows the app to read, create, update and delete the signed-in user's files."
"863451e7-0667-486c-a5d6-d135439485f0","Files.ReadWrite.All","Have full access to all files user can access","Allows the app to read, create, update and delete all files the signed-in user can access."
"8019c312-3263-48e6-825e-2b833497195b","Files.ReadWrite.AppFolder","Have full access to the application's folder (preview)","(Preview) Allows the app to read, create, update and delete files in the application's folder."
"17dde5bd-8c17-420f-a486-969730c1b827","Files.ReadWrite.Selected","Read and write files that the user selects (preview)","(Preview) Allows the app to read and write files that the user selects. The app has access for several hours after the user selects a file."
"ef2779dc-ef1b-4211-8310-8a0ac2450081","Files.SelectedOperations.Selected","Access selected Files, on behalf of the signed-in user","Allow the application to access files explicitly permissioned to the application on behalf of the signed in user.  The specific files and the permissions granted will be configured in SharePoint Online or OneDrive."
"527b6d64-cdf5-4b8b-b336-4aa0b8ca2ce5","FileStorageContainer.Manage.All","Manage all file storage containers","Allows the application to utilize the file storage container administration capabilities on behalf of an administrator user."
"085ca537-6565-41c2-aca7-db852babc212","FileStorageContainer.Selected","Access selected file storage containers","Allows the application to utilize the file storage container platform to manage containers on behalf of the signed in user. The specific file storage containers and the permissions granted to them will be configured in Microsoft 365 by the developer of each container type."
"8e6ec84c-5fcd-4cc7-ac8a-2296efc0ed9b","FileStorageContainerType.Manage.All","Manage file storage container types on behalf of the signed in user","Allows the application to manage file storage container types on behalf of the signed in user. The user must be a SharePoint Embedded Admin or Global Admin."
"c319a7df-930e-44c0-a43b-7e5e9c7f4f24","FileStorageContainerTypeReg.Manage.All","Manage file storage container type registrations on behalf of the signed in user","Allows the application to manage file storage container type registrations on behalf of the signed in user. The user must be a SharePoint Embedded Admin or Global Admin."
"d1e4f63a-1569-475c-b9b2-bdc140405e38","FileStorageContainerTypeReg.Selected","Access selected file storage container type registrations.","Allows the application to manage selected file storage container type registrations on behalf of the signed in user. The user must be a SharePoint Embedded Admin or Global Admin."
"f534bf13-55d4-45a9-8f3c-c92fe64d6131","Financials.ReadWrite.All","Read and write financials data","Allows the app to read and write financials data on behalf of the signed-in user."
"092211d9-ca1a-427b-813e-b79c7653fe71","Goals-Export.Read.All","Read all goals and export jobs that a user can access","Allows the app to read all goals and export jobs that the signed-in user can access."
"2edeb9fd-4228-480c-a26d-2ed52011cf3d","Goals-Export.ReadWrite.All","Have full access to all goals and export jobs a user can access","Allows the app to read goals, create and read export jobs that the signed-in user can access."
"c92fbbc2-50e0-4842-93ef-385c3293ea3d","Group-Conversation.Read.All","Read group conversations","Allows the app to read group conversations that the signed-in user has access to."
"302bcbb5-855a-4e49-ae20-94a331b0281e","Group-Conversation.ReadWrite.All","Read and write group conversations","Allows the app to read and write group conversations that the signed-in user has access to."
"37e00479-5776-4659-aecf-4841ec5d590a","Group-OnPremisesSyncBehavior.ReadWrite.All","Read and update the on-premises sync behavior of groups","Allows the app to read and update the on-premises sync behavior of groups on behalf of the signed-in user."
"5f8c59db-677d-491f-a6b8-5f174b11ec1d","Group.Read.All","Read all groups","Allows the app to list groups, and to read their properties and all group memberships on behalf of the signed-in user.  Also allows the app to read calendar, conversations, files, and other group content for all groups the signed-in user can access."
"4e46008b-f24c-477d-8fff-7bb4ec7aafe0","Group.ReadWrite.All","Read and write all groups","Allows the app to create groups and read all group properties and memberships on behalf of the signed-in user.  Additionally allows group owners to manage their groups and allows group members to update group content."
"bc024368-1153-4739-b217-4326f2e966d0","GroupMember.Read.All","Read group memberships","Allows the app to list groups, read basic group properties and read membership of all groups the signed-in user has access to."
"f81125ac-d3b7-4573-a3b2-7099cc39df9e","GroupMember.ReadWrite.All","Read and write group memberships","Allows the app to list groups, read basic properties, read and update the membership of the groups the signed-in user has access to. Group properties and owners cannot be updated and groups cannot be deleted."
"2eb2bc92-94ef-4c6b-b4ab-2a09bc975e0e","GroupSettings.Read.All","Read all group settings that user can access","Allows the app to read a list of tenant-level or group-specific group settings objects, on behalf of the signed-in user."
"c1691a6d-99e2-4cfa-b4b5-9e4d67dc0f36","GroupSettings.ReadWrite.All","Read and write all group settings that user can access","Allows the app to create, read, update, and delete on the list of tenant-level or group-specific group settings objects that you have access to in the organization, on behalf of the signed-in user."
"74b4ff32-4917-4536-a66d-38a4861e6220","HealthMonitoringAlert.Read.All","Read all scenario health monitoring alerts","Allows the app to read all scenario health monitoring alerts"
"b7c60f27-2195-4d5f-96a7-6b98bdfd9664","HealthMonitoringAlert.ReadWrite.All","Read and write all scenario monitoring alerts","Allows the app to read and write all scenario monitoring alerts, on behalf of the signed-in user."
"fb873030-8626-47e6-96ff-8a5bff3b725f","HealthMonitoringAlertConfig.Read.All","Read all scenario health monitoring alert configurations","Allows the app to read all scenario health monitoring alert configurations"
"b3e5ebc6-1c23-4337-8286-3f27165addb4","HealthMonitoringAlertConfig.ReadWrite.All","Read and write all scenario monitoring alert configurations.","Allows the app to read and write all scenario monitoring alert configurations, on behalf of the signed-in user."
"43781733-b5a7-4d1b-98f4-e8edff23e1a9","IdentityProvider.Read.All","Read identity providers","Allows the app to read your organization’s identity (authentication) providers’ properties on behalf of the user."
"f13ce604-1677-429f-90bd-8a10b9f01325","IdentityProvider.ReadWrite.All","Read and write identity providers","Allows the app to read and write your organization’s identity (authentication) providers’ properties on behalf of the user."
"8f6a01e7-0391-4ee5-aa22-a3af122cef27","IdentityRiskEvent.Read.All","Read identity risk event information","Allows the app to read identity risk event information for all users in your organization on behalf of the signed-in user."
"9e4862a5-b68f-479e-848a-4e07e25c9916","IdentityRiskEvent.ReadWrite.All","Read and write risk event information","Allows the app to read and update identity risk event information for all users in your organization on behalf of the signed-in user. Update operations include confirming risk event detections. "
"ea5c4ab0-5a73-4f35-8272-5d5337884e5d","IdentityRiskyServicePrincipal.Read.All","Read all identity risky service principal information","Allows the app to read all identity risky service principal information for your organization, on behalf of the signed-in user."
"bb6f654c-d7fd-4ae3-85c3-fc380934f515","IdentityRiskyServicePrincipal.ReadWrite.All","Read and write all identity risky service principal information","Allows the app to read and update identity risky service principal information for all service principals in your organization, on behalf of the signed-in user. Update operations include dismissing risky service principals."
"d04bb851-cb7c-4146-97c7-ca3e71baf56c","IdentityRiskyUser.Read.All","Read identity risky user information","Allows the app to read identity risky user information for all users in your organization on behalf of the signed-in user."
"e0a7cdbb-08b0-4697-8264-0069786e9674","IdentityRiskyUser.ReadWrite.All","Read and write risky user information","Allows the app to read and update identity risky user information for all users in your organization on behalf of the signed-in user. Update operations include dismissing risky users."
"2903d63d-4611-4d43-99ce-a33f3f52e343","IdentityUserFlow.Read.All","Read all identity user flows","Allows the app to read your organization's user flows, on behalf of the signed-in user."
"281892cc-4dbf-4e3a-b6cc-b21029bb4e82","IdentityUserFlow.ReadWrite.All","Read and write all identity user flows","Allows the app to read or write your organization's user flows, on behalf of the signed-in user."
"652390e4-393a-48de-9484-05f9b1212954","IMAP.AccessAsUser.All","Read and write access to mailboxes via IMAP.","Allows the app to have the same access to mailboxes as the signed-in user via IMAP protocol."
"d19c0de5-7ecb-4aba-b090-da35ebcd5425","IndustryData-DataConnector.Read.All","View data connector definitions","Allows the app to read data connectors on behalf of the signed-in user."
"5ce933ac-3997-4280-aed0-cc072e5c062a","IndustryData-DataConnector.ReadWrite.All","Manage data connector definitions","Allows the app to read and write data connectors on behalf of the signed-in user."
"fc47391d-ab2c-410f-9059-5600f7af660d","IndustryData-DataConnector.Upload","Upload files to a data connector","Allows the app to upload data files to a data connector on behalf of the signed-in user."
"cb0774da-a605-42af-959c-32f438fb38f4","IndustryData-InboundFlow.Read.All","View inbound flow definitions","Allows the app to read inbound data flows on behalf of the signed-in user."
"97044676-2cec-40ee-bd70-38df444c9e70","IndustryData-InboundFlow.ReadWrite.All","Manage inbound flow definitions","Allows the app to read and write inbound data flows on behalf of the signed-in user."
"4741a003-8952-4be4-9217-33a0ac327122","IndustryData-OutboundFlow.Read.All","View outbound flow definitions","Allows the app to read outbound data flows on behalf of the signed-in user."
"aeb68e0b-e562-4a1f-b6dd-3484ad0cbb4b","IndustryData-OutboundFlow.ReadWrite.All","Manage outbound flow definitions","Allows the app to read and write outbound data flows on behalf of the signed-in user."
"a3f96ffe-cb84-40a8-ac85-582d7ef97c2a","IndustryData-ReferenceDefinition.Read.All","View reference definitions","Allows the app to read reference definitions on behalf of the signed-in user."
"a757d430-be6d-430f-af57-28aabe79d247","IndustryData-ReferenceDefinition.ReadWrite.All","Manage reference definitions","Allows the app to read and write reference definitions on behalf of the signed-in user."
"92685235-50c4-4702-b2c8-36043db6fa79","IndustryData-Run.Read.All","View current and previous runs","Allows the app to read current and previous IndustryData runs on behalf of the signed-in user."
"f03a6d0e-0989-460f-80b2-e57c8561763e","IndustryData-Run.Start","View and start runs","Allows the app to view and start IndustryData runs on behalf of the signed-in user."
"49b7016c-89ae-41e7-bd6f-b7170c5490bf","IndustryData-SourceSystem.Read.All","View source system definitions","Allows the app to read source system definitions on behalf of the signed-in user."
"9599f005-05d6-4ea7-b1b1-4929768af5d0","IndustryData-SourceSystem.ReadWrite.All","Manage source system definitions","Allows the app to read and write source system definitions on behalf of the signed-in user."
"c9d51f28-8ccd-42b2-a836-fd8fe9ebf2ae","IndustryData-TimePeriod.Read.All","Read time period definitions","Allows the app to read time period definitions on behalf of the signed-in user."
"b6d56528-3032-4f9d-830f-5a24a25e6661","IndustryData-TimePeriod.ReadWrite.All","Manage time period definitions","Allows the app to read and write time period definitions on behalf of the signed-in user."
"60382b96-1f5e-46ea-a544-0407e489e588","IndustryData.ReadBasic.All","Read basic Industry Data service and resource definitions","Allows the app to read basic Industry Data service and resource information on behalf of the signed-in user."
"12f4bffb-b598-413c-984b-db99728f8b54","InformationProtectionConfig.Read","Read configurations for protecting organizational data applicable to the user","Allows the app to read the configurations applicable to the signed-in user for protecting organizational data, on behalf of the signed-in user."
"4ad84827-5578-4e18-ad7a-86530b12f884","InformationProtectionPolicy.Read","Read user sensitivity labels and label policies.","Allows an app to read information protection sensitivity labels and label policy settings, on behalf of the signed-in user."
"7d249730-51a3-4180-8ec1-214f144f1bff","Insights-UserMetric.Read.All","Read user metrics insights","Allows an app to read user metrics insights, such as daily and monthly active users, on behalf of the signed-in user."
"ac08cdae-e845-41db-adf9-5899a0ec9ef6","LearningAssignedCourse.Read","Read user's assignments","Allows the app to read data for the learner's assignments in the organization's directory, on behalf of the signed-in user."
"ea4c1fd9-6a9f-4432-8e5d-86e06cc0da77","LearningContent.Read.All","Read learning content","Allows the app to read learning content in the organization's directory, on behalf of the signed-in user."
"53cec1c4-a65f-4981-9dc1-ad75dbf1c077","LearningContent.ReadWrite.All","Manage learning content","Allows the app to manage learning content in the organization's directory, on behalf of the signed-in user."
"dd8ce36f-9245-45ea-a99e-8ac398c22861","LearningProvider.Read","Read learning provider","Allows the app to read data for the learning provider in the organization's directory, on behalf of the signed-in user."
"40c2eb57-abaf-49f5-9331-e90fd01f7130","LearningProvider.ReadWrite","Manage learning provider","Allows the app to create, update, read, and delete data for the learning provider in the organization's directory, on behalf of the signed-in user."
"f6403ef7-4a96-47be-a190-69ba274c3f11","LearningSelfInitiatedCourse.Read","Read user's self-initiated courses","Allows the app to read data for the learner's self-initiated courses in the organization's directory, on behalf of the signed-in user."
"f395577a-0960-456b-979f-7228de0c5996","LicenseAssignment.Read.All","Read all license assignments.","Allows an app to read license assignments for users and groups, on behalf of the signed-in user."
"f55016cc-149c-447e-8f21-7cf3ec1d6350","LicenseAssignment.ReadWrite.All","Manage all license assignments","Allows an app to manage license assignments for users and groups, on behalf of the signed-in user."
"2973a298-1d69-4f87-8d30-7025f0ec19d7","LifecycleWorkflows-CustomExt.Read.All","Read all Lifecycle workflows custom task extensions","Allows the app to read all Lifecycle workflows custom task extensions on behalf of a signed-in user."
"ef6bafb1-3019-4a22-a332-103aff92225f","LifecycleWorkflows-CustomExt.ReadWrite.All","Read and write all Lifecycle workflows custom task extensions","Allows the app to create, update, list, read and delete all Lifecycle workflows custom task extensions on behalf of a signed-in user."
"4d3d7f81-163f-426a-8432-5638d2e82083","LifecycleWorkflows-Reports.Read.All","Read all Lifecycle workflows reports","Allows the app to read all Lifecycle workflows reports on behalf of a signed-in user."
"df1c25b3-072c-45cd-8403-c63441e4cca1","LifecycleWorkflows-Workflow.Activate","Run workflows on-demand in Lifecycle workflows","Allows the app to run workflows on-demand on behalf of a signed-in user."
"7fabe5bd-2e47-4e61-b924-327117024e18","LifecycleWorkflows-Workflow.Read.All","Read all workflows in Lifecycle workflows","Allows the app to list and read all workflows and tasks on behalf of a signed-in user."
"789c445d-433c-4575-a1fc-367a58a1bd4a","LifecycleWorkflows-Workflow.ReadBasic.All","List all workflows in Lifecycle workflows","Allows the app to list all workflows on behalf of a signed-in user."
"29e49f0c-a053-4cc5-a4b1-7da0c8c1e643","LifecycleWorkflows-Workflow.ReadWrite.All","Read and write all workflows in Lifecycle workflows","Allows the app to create, update, list, read and delete all workflows and tasks in lifecycle workflows on behalf of a signed-in user."
"9bcb9916-765a-42af-bf77-02282e26b01a","LifecycleWorkflows.Read.All","Read all lifecycle workflows resources","Allows the app to list and read all workflows, tasks and related lifecycle workflows resources on behalf of the signed-in user."
"84b9d731-7db8-4454-8c90-fd9e95350179","LifecycleWorkflows.ReadWrite.All","Read and write all lifecycle workflows resources","Allows the app to create, update, list, read and delete all workflows, tasks and related lifecycle workflows resources on behalf of the signed-in user."
"d6d361b3-211a-4191-9fa7-15f72de4aac4","ListItems.SelectedOperations.Selected","Access selected ListItems, on behalf of the signed-in user","Allow the application to access a subset of listitems on behalf of the signed in user.  The specific listitems and the permissions granted will be configured in SharePoint Online."
"033b51ee-d6fa-4add-b627-ee680c7212b5","Lists.SelectedOperations.Selected","Access selected Lists, on behalf of the signed-in user","Allow the application to access a subset of lists on behalf of the signed in user.  The specific lists and the permissions granted will be configured in SharePoint Online."
"f3af82f6-18e0-4a41-8dc8-a03c11854a8d","Mail-Advanced.ReadWrite","Read and write the user's mail, including modifying existing non-draft mails","Allows the app to create, read, update, and delete email, including contents of non-draft emails in user mailboxes, on behalf of the signed-in user. Does not include permission to send mail."
"bebf0bb6-2ff3-4295-a17d-f3561da294fb","Mail-Advanced.ReadWrite.Shared","Read and write all mail the user can access, including modifying existing non-draft mails","Allows the app to create, read, update, and delete mail including contents of non-draft emails for all mails a user has permission to access, on behalf of the signed-in user. This includes their own and shared mail. Does not include permission to send mail."
"570282fd-fa5c-430d-a7fd-fc8dc98a9dca","Mail.Read","Read user mail ","Allows the app to read the signed-in user's mailbox."
"7b9103a5-4610-446b-9670-80643382c1fa","Mail.Read.Shared","Read user and shared mail","Allows the app to read mail a user can access, including their own and shared mail."
"a4b8392a-d8d1-4954-a029-8e668a39a170","Mail.ReadBasic","Read user basic mail","Allows the app to read email in the signed-in user's mailbox except body, previewBody, attachments and any extended properties."
"b11fa0e7-fdb7-4dc9-b1f1-59facd463480","Mail.ReadBasic.Shared","Read user and shared basic mail","Allows the app to read mail the signed-in user can access, including their own and shared mail, except for body, bodyPreview, uniqueBody, attachments, extensions, and any extended properties."
"024d486e-b451-40bb-833d-3e66d98c5c73","Mail.ReadWrite","Read and write access to user mail ","Allows the app to create, read, update, and delete email in user mailboxes. Does not include permission to send mail."
"5df07973-7d5d-46ed-9847-1271055cbd51","Mail.ReadWrite.Shared","Read and write user and shared mail","Allows the app to create, read, update, and delete mail a user has permission to access, including their own and shared mail. Does not include permission to send mail."
"e383f46e-2787-4529-855e-0e479a3ffac0","Mail.Send","Send mail as a user ","Allows the app to send mail as users in the organization."
"a367ab51-6b49-43bf-a716-a1fb06d2a174","Mail.Send.Shared","Send mail on behalf of others","Allows the app to send mail as the signed-in user, including sending on-behalf of others."
"52dc2051-4958-4636-8f2a-281d39c6981c","MailboxFolder.Read","Read a user's mailbox folders","Allows the app to read the user's mailbox folders, on behalf of the signed-in user."
"077fde41-7e0b-4c5b-bcd1-e9d743a30c80","MailboxFolder.ReadWrite","Read and write a user's mailbox folders","Allows the app to read and write the user's mailbox folders, on behalf of the signed-in user."
